title,job_description
java developer,attask title java developer term full time start date time asap duration long term location yerevan armenia job description attask opening java developers assist development awardwinning project management application yerevan office job responsibilities create best project management software market perform software development test case development usability products work scrum project framework required qualifications bachelors masters degree computer science minimum 3 years relevant work experience fluency english language writing speaking expertise html css ajax javascript frameworks professional work experience projects java developer j2ee 2 years knowledge agile scrum environments advanced knowledge oop ood web frameworks struts jspservlets excellent communication interpersonal problem solving relationship management skills ability work multiple tasks prioritize personal workload detail oriented personality self starter desired skills knowledge jboss seleniun oracle mysql mssql remuneration salary competitive base salary bonus programs medical insurance company paid iphone android phones professional development opportunities benefits application procedures apply please email cv tojobsarmenia please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 21 november 2011 application deadline 20 december 2011 company attask project management software company based utah please read company visiting wwwattaskcom place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
database administrator,vivacellmts ktelecom cjsc title database administrator term full time intended audience interested candidates start date time 26 december 2011 duration one year renewable three months probation period location yerevan armenia job description database administrator responsible managing maintaining database servers applications database administrator also responsible performance integrity security database job responsibilities design develop databases tables triggers stored procedures backup restore disaster recovery plans monitor troubleshoot fix data issues track bugs support applications analyze data provide operational metrics ensure test online database backup guarantee online replication data backup platform located another location design create new databases capacity planning including analysis database partitions available memory database size database database manager configuration options responsible database production support tasks including backups upgrades check database logs daily basis periodically change database security password trace optimize application user activities check database storage increase database size normal exceptional data growth daily basis coordinate suppliers vendors installation upgrade databases ensure implementation planning database optimization ensure documentation database configuration procedures identify application problems analyze error messages troubleshoot application errors find solutions provide regular monthly reports activities done required qualifications bachelors degree professional field engineering information technology preferred comparable experience 3 years work experience database administrator preferably telecom industry emphasis database performance tuning optimizations excellent technical knowledge telecom business related database requirements full mastery oracle ms sql server databases full mastery tsql plsql languages good knowledge ip networking windows unix operating systems full mastery sql languages optimizations good knowledge armenian english russian languages ability organize manage multiple assignments within critical deadlines ability interact positive manner internal external contacts remuneration salary vivacellmts offers competitive compensation including various benefits well trainings potential career advancement application procedures please send cv dba please note shortlisted candidates invited interviews please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 28 december 2011 application deadline 13 december 2011 company vivacellmts leading mobile operator armenia place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,mobidram cjsc title software developer term full time intended audience interested candidates start date time 26 december 2011 duration temporary 3 months contract location yerevan armenia job description software developer responsible development robust software applications distributed applications interface developed vas applications optimal performance develop applications integrate existing vendor systems interfaces 3rd parties internal system job responsibilities develop test functional requirements test new products modules interfaces functionality assess risk impact existing system may arise due requirements functional changes design database architecture based project requirements develop store procedures queries test deploy applications implement core modules common frameworks prepare easy usable install packages modify existing services based new business technical requirements changes provide second level support developed applications contract period ensure documentation developed applications ensure applications refactoring optimization required qualifications bachelors degree professional field engineering information technology preferred comparable experience 3 years work experience software developer net technologies objectoriented programming ood design patterns soa fully competent c asp net framework fully competent ms sql server 2008 mysql experience iis web server preferable iis 70 higher good understanding adonet technology experience tsql pl sql knowledge web services wcf restsoapxmlrpc experience php experience html javascript css experience financial sphere highly preferred knowledge windows services multithreading network programming sockets protocols preferable experience adobe photoshop plus open source systems packages application analysis configuration compilation installation modification maintenance skills new existing network protocols implementation skills database architecture design skills good knowledge armenian russian english languages ability organize manage multiple assignments within critical deadlines remuneration salary highly competitive application procedures please send cv tosoftwaredeveloper please note shortlisted candidates invited interviews please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 01 december 2011 application deadline 12 december 2011 company mobidram cjsc financial subsidiary vivacellmts place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
database administrator,prometey bank llc title database administrator open eligibility criteria qualified candidates start date time soon possible location yerevan armenia job description database administrator responsible managing maintaining database servers applications database administrator also responsible performance integrity security database job responsibilities install restore databases used bank monitor troubleshoot fix data issues track bugs support applications ensure database storage backup archive design create new service plans ensure implementation planning database optimization organize proper maintenance performance databases required qualifications higher technical education least 3 years professional experience knowledge network technologies proved knowledge ms sql server 2008 system fluency armenian russian languages knowledge english desirable remuneration salary competitive application procedures apply please submit brief cv resume armenian photo info head office prometey bank 442 hanrapetutyan str yerevan armenia please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 07 december 2011 application deadline 30 december 2011 company prometey bank llc commercial bank armenia information company please visit wwwprometeybankam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
web developer,career center title web developer term full time start date time asap duration permanent 3 month probation period location yerevan armenia job description looking web developer join team direct supervision company president candidate must work development web software related employment education career job responsibilities write test written php mysql code using internationally accepted design patters work independently part software development team necessary provide technical support assistance requested required qualifications least 2 years work experience field web development preferable knowledge php mysql html css ajax javascript smarty jquery knowledge oop techniques good knowledge armenian language basic knowledge english remuneration salary highly competitive based qualifications experience application procedures apply position please open wwwcareerhousecom website register regular user unless previously registered fill resume including recent photo open announcement click apply button upper right corner announcement proceed receive confirmation message shortlisted applicants contacted interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 16 december 2011 application deadline 08 january 2012 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,youth achievements educational ngo title project manager announcement code pm12gp001 term long term open eligibility criteria eligible candidates start date time soon possible location yerevan armenia job description na job responsibilities direct supervision director organization project manager undertake following tasks manage lead project teams responsible overall management coordination budgetary control projects responsible development maintenance detailed project plans recruit office staff consultants experts needed identify staff training needs devise manage training programmes report organizations management board members maintain proper contacts existing donor partner organizations develop new contacts maintain organizations website pages within social networks develop submit project proposals funding organizations seek new funding opportunities travel across armenia abroad organizations business develop project narrative reports required qualifications bachelors degree law political science economics related field least 3 years previous professional work experience related field experience ngo international organization preferred previous experience related project management experience managing projects education civil society development human rights fields desirable demonstrated experience project proposal development fundraising advanced level written spoken armenian english must excellent drafting skills especially english knowledge russian desirable computer skills experience leading team delegation tasking skills excellent communication skills demonstrated experience representing organization communications state nongovernmental international interlocutors excellent problem solving negotiation skills proactive enthusiastic personality strong sense responsibility accountability selfmotivated presentable able deliver results minimal supervision remuneration salary competitive commensurate experience skills application procedures applications submitted yfa please indicate title applying reference number phone calls accepted short listed candidates invited consideration please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 28 december 2011 application deadline 20 january 2012 company youth achievements yfa selfgoverned nonprofit nongovernmental educational organization yfa originated 1994 officially registered ministry justice republic armenia 17 years existence yfa implemented number educational benevolent intercultural projects activities aimed fostering values democracy humanism human rights freedom cooperation various local international organizations details please visit wwwyfaam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,vxsoft ltd title software developer term contract based open eligibility criteria interested candidates start date time immediate location yerevan armenia job description vxsoft ltd looking software developer company office armenia job responsibilities develop submit software code according technical requirements system architect develop software specifications companys products perform tasks assigned system architect required qualifications higher education least 3 years experience following fields c c ii linux environment ssh sftp apache iii javascript dom html5 css3 mysql pl sql ajax iv knowledge python ruby php v relational databases mysql vi collaborative tools svn remuneration salary highly competitive based experience skills application procedures please send cv cover letter outlining career goals particular interest job following email cppjob please indicate software developer subject line email please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 13 january 2012 application deadline 12 february 2012 company vxsoft ltd software programming company specializes development document management software company operates different cis countries like armenia turkmenistan kazakhstan place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,damaris llc title software developer duration long term location yerevan armenia job description damaris llc looking qualified software developer participate damaris products development job responsibilities design develop desktop webbased applications work products technical choice specifications ensure weekly reports projects prepare testing technical documentation required qualifications university degree technical sciences least 3 years work experience software development good knowledge java j2ee spring mysql sql server webservices joomla practice svn eclipse cubictest apache tomcat good knowledge experience principles j2ee spring 31 jsf 20 hibernate 32 css sql language apache tomcat server oop mvc xp scrum english language skills participation opensource project plus remuneration salary based professional skills application procedures please submit cvs info please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 13 january 2012 application deadline 12 february 2012 company damaris llc local branch damaris france company providing software archiving package different companies europe place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
database administrator,aregak uco cjsc title database administrator open eligibility criteria interested candidates start date time asap duration long term 3 month probation period location yerevan armenia job description database administrator responsible database administration maintenance development job responsibilities install maintain bank databases responsible maintenance administration high availability databases according procedures organization implement backup reserve test production databases according procedures organization review databases logs required procedures organization implement data analyses administration per requests explore possible threats create tsql scripts upon necessity support implementation mission organization strategic planning perform tasks required internal regulatory normative organization required qualifications higher education related fields least 4 years experience related field strong knowledge administration mssql tsql development certification database administration related field trainings plus excellent communication skills ability conduct team individual tasks application procedures please send cvs vacancy deliver hard copies amiryan str 46 office 152 yerevan ra aregak uco cjsc please mention database administrator subject line otherwise cv considered shortlisted candidates invited interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 24 january 2012 application deadline 01 fabruary 2012 company aregak uco cjsc started activity microcredit program united methodist committee umcor 1997 2006 registered universal credit organization aregak uco cjsc providing financial services regions republic armenia nagorni karabakh head office organization located yerevan information please visit wwwaregakam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
network administrator,aregak uco cjsc title network administrator open eligibility criteria interested candidates start date time asap duration long term 3 month probation period location yerevan armenia job description network administrator responsible administration maintenance organization networks job responsibilities administer maintain local global networks servers workstations organization connections internet provision devices explore fix malfunctions hardware software workstations servers networks os applications control functionality network provide accessibility users implement software control traffic flow via networks security monitoring optimization servers responsible startup networks required maintenance records control logs implement backups data prescribed maintenance disaster recovery logs implant test perform actions ensure quality security communication lines control implement monitoring usage email web navigation applications users workstations implement shell scripting scripting required control members work group support implementation mission organization strategic planning perform tasks required internal regulatory normative organization required qualifications higher education related fields least 2 years experience field network administration implementation strong knowledge administration ms windows r2 email servers cisco protocols routing control etc certification network system administration related field trainings plus excellenct communication skills ability conduct team individual tasks application procedures please send cvs vacancy deliver hard copies amiryan str 46 office 152 yerevan ra aregak uco cjsc please mention network administrator subject line otherwise cv considered shortlisted candidates invited interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 24 january 2012 application deadline 01 february 2012 company aregak uco cjsc started activity microcredit program united methodist committee umcor 1997 2006 registered universal credit organization aregak uco cjsc providing financial services regions republic armenia nagorni karabakh head office organization located yerevan information please visit wwwaregakam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
database administrator,armenian card cjsc title database administrator term long term 3 months probation period open eligibility criteria qualified candidates start date time asap location yerevan armenia job description company looking qualified database administrator database development administration job responsibilities position require limited following monitor improve database performance maintain database access security maximise uptime availability sql server oracle 10g databases participate software database design effectively communicate management team members develop applications according technical documentation required qualifications higher technical education big plus least 3 years work experience database developer administrator strong knowledge administration mssql tsql development knowledge oracle 10g knowledge linux remuneration salary competitive social packages application procedures qualified candidates welcome send cvs along motivation letter following email addressarca please indicate position title subject field message shortlisted applicants invited interview phone calls please please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 26 january 2012 application deadline 16 february 2012 company armenian card cjsc national payment system processing center armenian banks place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,haypost cjsc title software developer location yerevan armenia job description haypost cjsc looking qualified motivated software developer job responsibilities develop implement new information technologies software responsible effective solution bank problems study possibilities using new software responsible development automation new software case necessity develop implement appropriate software tools modules within frames operating system used bank comes interest different structural units orders well banks implement changes improvements existing software modules necessary responsible development automation software systems bankclient internetbank remote control customer service develop various information processing systems like lanhello touchscreen sms banking systems order provide necessary information customers required qualifications higher education information technology field understanding programming process good technical knowledge c c ms visual basic php programming language knowledge work experience ms sql tsql paradox mysql database knowledge work experience least 2 years experience programmer high sense responsibility analytical thinking ability work team good knowledge technical english application procedures interested candidates meet requirements position kindly requested send cvs tohaypostrecruitment subject field message filled follows software developer namesurname properly filled applications considered short listed candidates contacted please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 30 january 2012 application deadline 13 february 2012 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
network administrator,energize global services cjsc title network administrator term full time start date time asap duration permanent location yerevan armenia job description energize global services cjsc looking network administrator fulfill vacant position department job responsibilities administer windows unix workstations servers 100 users network install maintain new network computer equipment software perform account management windows unix servers performs user support energize global services cjsc users performs tasks assigned supervisor required qualifications bachelor degree preferably computer science least 1 year work experience similar position excellent knowledge windows os computer hardware ability resolve network application related problems windows workstations knowledge network equipment unix os advantage knowledge english language advantage application procedures interested please email last updated detailed resume hr please indicate network administrator subject line email otherwise resume reviewed shortlisted candidates invited interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 31 january 2012 application deadline 29 february 2012 company energize global services cjsc software development company specializes offshore development provides services partners world place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
database administrator,prometey bank llc title database administrator open eligibility criteria qualified candidates start date time soon possible location yerevan armenia job description database administrator responsible managing maintaining database servers applications database administrator also responsible performance integrity security database job responsibilities install restore databases used bank monitor troubleshoot fix data issues track bugs support applications ensure database storage backup archive design create new service plans ensure implementation planning database optimization organize proper maintenance performance databases required qualifications higher technical education least 3 years professional experience knowledge network technologies proved knowledge ms sql server 2008 system fluency armenian russian languages knowledge english language desirable remuneration salary competitive application procedures apply please submit brief cv resume armenian photo haykp head office prometey bank hanrapetutyan str 442 yerevan armenia please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 09 february 2012 application deadline 29 february 2012 company prometey bank llc commercial bank armenia information company please visit wwwprometeybankam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,ardinnotech llc title software developer location yerevan armenia job description incumbent develop software systems according clients requirements continue debugging enhancing maintaining developed systems primary responsibilities include data analyzing skills combination developing debugging database driven web based enterprise level software using c programming language sql job responsibilities develop software code based existing design flexible learning applying different programming languages technologies constantly update technical knowledge skills efficient use memory cpu time employ good code writing style includes proper naming sufficient comments update write technical documentation codes algorithms work productively key member software development team actively participate discussions regarding technical issues possibility travel usa countries work team members required qualifications least 2 years work experience cnet bachelors higher degree computer sciences physics mathematics related disciplines good grades undergraduate studies strong problemsolving skills ability successful member team strong knowledge c microsoft net framework 40 silverlight aspnet mvc3 ef wcf working experience programming user interfaces working experience relational databases sql language ability develop efficient codes familiarity algorithms ability estimate algorithm complexity familiarity data structures good english language skills desired qualifications familiarity java c object oriented programming languages familiarity javascript related frameworks jquery yui ability write programs using different programming languages environments familiarity different web development technologies ajax html css familiarity architectural design patterns remuneration salary highly competitive based background experience application procedures interested candidates email cvs inquiries armen nahapetyan nahapetyanarmen please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 14 february 2012 application deadline 13 march 2012 company head office ardinnotech llc based florida usa company specializes development computer models software railroad transportation companies place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,vivacellmts ktelecom cjsc title software developer term full time open eligibility criteria interested candidates start date time 01 march 2012 duration 6 months temporary contract location yerevan armenia job description incumbent responsible development applications distributed applications also charge developing applications integrate existing vendor systems interfaces 3rd parties internal system software developer also need assess risk impact existing system may arise due requirement functional change prepare easy usable install packages well modify existing services based new business technical requirement changes job responsibilities develop software applications develop store procedures queries test new products modules interfaces functionality keep source code control date test deploy applications implement core modules required qualifications university degree engineering objectoriented programming ood design patterns soa fully competent fluent c asp net framework adonet knowledgeof web services wcf restsoapxmlrpc competent ms sql transact sql experience iis web server applications services design implementation skills database architecture design skills new existing network protocols implementation skills mssql usage skills open source systems packages application analysis configuration compilation installation modification maintenance skills ability organize manage multiple assignments within critical deadlines knowledge armenian russian english also technical languages application procedures please submit cv tosoftwaredeveloper email address shortlisted candidates invited interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 15 february 2012 application deadline 26 february 2012 company vivacellmts leading mobile operator armenia place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
database administrator,vivacellmts ktelecom cjsc title database administrator term full time open eligibility criteria interested candidates start date time 01 march 2012 duration 1 year renewable 3 months probation period location yerevan armenia job description database administrator responsible managing maintaining database servers applications database administrator also responsible performance integrity security database job responsibilities design develop databases tables triggers stored procedures backup restore disaster recovery plans monitor troubleshoot fix data issues track bugs support applications analyze data provide operational metrics ensure test online database backup guarantee online replication data backup platform located another location design create new databases capacity planning including analysis database partitions available memory database size database database manager configuration options responsible database production support tasks including backups upgrades check database logs daily basis periodically change database security password trace optimize application user activities check database storage increase database size normal exceptional data growth daily basis coordinate suppliers vendors installation upgrade databases ensure implementation planning database optimization ensure documentation database configuration procedures identify application problems analyze error messages troubleshoot application errors find solutions provide regular monthly reports activities done required qualifications bachelors degree engineering information technology related field least 3 years work experience database administrator preferably telecom industry emphasis database performance tuning optimizations excellent technical knowledge telecom business related database requirements advanced knowledge oracle ms sql server databases advanced knowledge tsql plsql languages good knowledge ip networking windows unix operating systems advanced knowledge sql languages optimizations good knowledge armenian english russian languages ability organize manage multiple assignments within critical deadlines ability interact positive manner internal external contacts remuneration salary competitive compensation including various benefits well trainings potential career advancement application procedures please submit cv todatabaseadministrator shortlisted candidates invited interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 16 february 2012 application deadline 26 february 2012 company vivacellmts leading mobile operator armenia place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,jermuk international llc pepsi cola bottler armenia title project manager term full time intended audience qualified candidates start date time asap duration long term location yerevan armenia job description company looking project manager responsible overall direction coordination implementation execution control completion specific sales marketing projects ensuring consistency company strategy commitments goals job responsibilities clarify define project scope goals deliverable senior management stakeholders create execute project work plan revise appropriate meet changing needs requirements effectively communicate projects expectations team members stakeholders timely clear fashion manage daytoday operational aspects project scope ensure agreed going delivered identify track manage resolve projects issues impediments monitor risks mitigation plans proactively disseminate project information stakeholders especially senior management manage relationships facilitate project meetings throughout project phases initiation closure maintain projects documentations progress reports proposals requirements documentation presentations etc required qualifications masters degree business administration economics least 3 years work experience preferably dairy business demonstrated experience developing program strategies implementing preparing delivering presentations strong organizational time management skills interpersonal communication personal diplomacy skills ability effectively establish credibility articulate ideas obtain support buyin stakeholders new ideas ability work pressure multitask environment excellent knowledge english written verbal excellent knowledge ms office remuneration salary competitive application procedures interested candidates encouraged submit detailed cv photo hr please mention project manager subject line otherwise cv considered company thanks express interest opportunity however selected interview contacted applications privacy confidentiality guaranteed please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 22 february 2012 application deadline 04 march 2012 company jermuk international llc pepsi cola bottler holding franchise agreement pepsico international organizing production soft beverages armenia place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
project manager,iunetworks llc title project manager term full time open eligibility criteria qualified candidates start date time asap duration long term location yerevan armenia job description project manager responsible project activities project phases planning setting executing project activities ensuring project goals met customers business requirements fulfilled required qualifications bachelors degree field management least 5 years direct work experience project management capacity including aspects process development execution advanced degree certification discipline preferred experience programming database system design plus demonstrated experience personnel management experience working independently teamoriented collaborative environment essential ability conform shifting priorities demands timelines analytical problemsolving capabilities ability react project adjustments alterations promptly efficiently flexible times change persuasive encouraging motivating ability defuse tension among project team arise ability bring project successful completion political sensitivity strong interpersonal skills ability effectively prioritize execute tasks highpressure environment remuneration salary competitive application procedures please submit cv info shortlisted candidates invited interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 27 february 2012 application deadline 26 march 2012 company iunetworks llc information technology company provides integrated solutions software development hardware supply information please visit websitehttpwwwiunetworksam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
web developer,sas group llc title web developer start date time asap location yerevan armenia job description sas group llc seeking web programmer implement user interface suite webbased applications including integration systems direct ongoing design corporate website carry ongoing changes site required job responsibilities modify existing code new features available current future deployments php mysql develop new web applications identified supervisor management packaged customized applications design implement userdriven templates databases interfaces ease use develop databasedriven web interfaces rapid realtime information sharing generate maintain archive web site content maintain enhance existing web applications ensure internal systems integrated required qualifications least 3 years experience php preferably php5 least 3 years experience mysql preferably mysql5 least 3 years experience linux extremely detail oriented organized able meet deadlines ability solve complex problems create optimized code high traffic websites advanced ajax experience plus application procedures interested candidates encouraged submit cv syuzannaengibaryan mentioning web developer subject line applications privacy confidentiality guaranteed please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 29 february 2012 application deadline 28 march 2012 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
web developer,asdg llc title web developer term full time duration permanent location yerevan armenia job description asdg llc seeking web developer responsible design implement web applications related tools company product release cycle production test automation incumbent also responsible continuation integration followon enhancements companys web environment job responsibilities design implement web based user interfaces work team define milestones projects schedule produce clearly written documented code create well designed reusable objects effectively employ many different database design techniques required qualifications bachelors higher degree computer science similar discipline least 4 years work experience following technologies html css javascript ajax extjs php symfony frameworks familiarity oo programming mvc environments knowledge sql mysql database design modeling understanding browser specific compatibility issues good communication skills english language willingness travel us knowledge html5 jquery plus experience macromedia flash as3 plus application procedures interested please email resume toinfo please indicate web developer subject line email otherwise resume reviewed shortlisted candidates invited interview please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 12 march 2012 application deadline 11 april 2012 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
software developer,armenian datacom company cjsc title software developer term full time open eligibility criteria qualified candidates start date time soon possible duration long term 3 months probation period location yerevan armenia job description armenian datacom company cjsc seeking highly experienced software developer join adc development team job responsibilities participate whole development cycle including initial requirement discussions design implementation documentation deliver robust scalable quality software products time develop new features according requirements write technical code level documentation troubleshoot existing modules fix problems review optimize existing code assist team members required qualifications university degree relevant field strong knowledge programming techniques software development process hands experience php java backend development hands experience html javascript css frontend development strong knowledge mysql ability work pressure fast changing environment ability work close communication team members remuneration salary based previous salary history experience application procedures please send cv resume armenian english languages application document cover letter hr please mention title position applying subject line email shortlisted candidates contacted please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 15 march 2012 application deadline 13 april 2012 company armenian datacom company cjsc adc norwegianarmenian telecommunication company providing internet datacom services residential business sectors armenia information please visit wwwadcam place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
web developer,aab project llc title web developer start date time asap duration indefinite location yerevan armenia job description incumbent responsible layout visual appearance usability maintenance development existing company websites managing brand communications digital channels setting selling executing vision delivering stand alone projects integrated campaigns developing brand presence tracking online delivering brand email digital marketing manager also responsible delivering digital brand objectives job responsibilities responsible developing executing delivering companys digital online marketing strategy planning budget include online new media web ecommerce seo drive business forwards key marketing channels responsible managing online branding communications campaigns company website email marketing building online community attracting new customers search engine optimization search marketing review technologies explore new developments digital landscape find ways effectively deliver communication business objectives responsible improving design usability content conversion points company website promotion growth companys web properties oversee creation websites email newsletters text alerts putting positive spin company offer responsible smooth running completion projects across site builds online advertising social media maximizing online sales opportunities search marketing required qualifications working knowledge php least one structured programming language internet security proven experience digital marketing online pr agency consumer branding environment strong understanding digital landscape ability use support develop brand good experience understanding customer market dynamics requirements extremely detail oriented organized ability meet deadlines excellent verbal written communication skills remuneration salary competitive application procedures interested candidates encouraged submit cv aabproject cc marybabakhanyan please clearly mention application letter learned job opportunity career center mention url website wwwcareercenteram thanks opening date 30 march 2012 application deadline 29 april 2012 place free posting job careerrelated opportunities available organization go wwwcareercenteram website follow post announcement link
